Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-24,0.4309070110321045,0.4309070110321045,0.3825930058956146,0.3845460116863251,0.3845460116863251,2405755
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-25,0.3845460116863251,0.5310140252113342,0.2330009937286377,0.2438849955797195,0.2438849955797195,3514285
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-26,0.2438849955797195,0.2698110044002533,0.2193309962749481,0.2225749939680099,0.2225749939680099,1334437
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-27,0.2225749939680099,0.2238360047340393,0.1965170055627823,0.2088200002908706,0.2088200002908706,250116
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-28,0.2088200002908706,0.2382179945707321,0.1983689963817596,0.1983689963817596,0.1983689963817596,217322
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-29,0.1983689963817596,0.2217019945383072,0.1945350021123886,0.2107589989900589,0.2107589989900589,656652
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-30,0.2107589989900589,0.2144940048456192,0.201787993311882,0.2056100070476532,0.2056100070476532,774383
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-03-31,0.2056100070476532,0.2100879997014999,0.1807519942522049,0.1838610023260116,0.1838610023260116,439281
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-01,0.1838610023260116,0.1880639940500259,0.1733749955892563,0.1831980049610138,0.1831980049610138,366034
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-02,0.1831980049610138,0.1874199956655502,0.1692160069942474,0.1692160069942474,0.1692160069942474,296231
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-03,0.1692170053720474,0.1762589961290359,0.167274996638298,0.1723719984292984,0.1723719984292984,137862
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-04,0.1723719984292984,0.1727329939603805,0.1591230034828186,0.1639429926872253,0.1639429926872253,214994
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-05,0.1639429926872253,0.1768320053815841,0.1604740023612976,0.1604740023612976,0.1604740023612976,418797
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-06,0.1604740023612976,0.1609659940004348,0.1451459974050521,0.1460060030221939,0.1460060030221939,350881
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-07,0.1460060030221939,0.1494980007410049,0.144459992647171,0.1468459963798523,0.1468459963798523,275247
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-08,0.1468459963798523,0.1502760052680969,0.1418980062007904,0.1426279991865158,0.1426279991865158,177492
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-09,0.1426270008087158,0.1493539959192276,0.1383370012044906,0.1404770016670227,0.1404770016670227,70228
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-10,0.1404770016670227,0.1412409991025924,0.1336030066013336,0.13782300055027,0.13782300055027,40865
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-11,0.13782300055027,0.1378500014543533,0.1252830028533935,0.1253290027379989,0.1253290027379989,33465
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-12,0.1253290027379989,0.1328119933605194,0.1206379979848861,0.1318549960851669,0.1318549960851669,164411
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-13,0.1318549960851669,0.1390590071678161,0.1245350018143653,0.1351930052042007,0.1351930052042007,528208
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-14,0.1351930052042007,0.1994030028581619,0.1276710033416748,0.1611479967832565,0.1611479967832565,913277
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-15,0.1611479967832565,0.1642560064792633,0.1520909965038299,0.1571429967880249,0.1571429967880249,892210
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-16,0.1571429967880249,0.1617320030927658,0.1266030073165893,0.1292179971933365,0.1292179971933365,746484
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-17,0.1292179971933365,0.130853995680809,0.1220619976520538,0.1222219988703727,0.1222219988703727,768130
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-18,0.1222219988703727,0.1224960014224052,0.1000560000538826,0.1039540022611618,0.1039540022611618,754023
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-19,0.1039540022611618,0.1071790009737014,0.0994940027594566,0.1000949963927269,0.1000949963927269,727391
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-20,0.1000949963927269,0.1074799969792366,0.0705249980092048,0.0705249980092048,0.0705249980092048,684024
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-21,0.0705249980092048,0.0784519985318183,0.0589420013129711,0.0592969991266727,0.0592969991266727,698210
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-22,0.0592969991266727,0.0664059966802597,0.0582959987223148,0.0636980012059211,0.0636980012059211,936190
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-23,0.0636980012059211,0.0716599971055984,0.0620080009102821,0.0641470029950141,0.0641470029950141,817134
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-24,0.0641470029950141,0.0655839964747428,0.0561680011451244,0.05893399938941,0.05893399938941,486905
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-25,0.05893399938941,0.0634730011224746,0.0554560013115406,0.0607840009033679,0.0607840009033679,438420
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-26,0.0607840009033679,0.0612110011279583,0.0557200014591217,0.0587049983441829,0.0587049983441829,393207
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-27,0.0587049983441829,0.061524998396635,0.0545199997723102,0.0599890016019344,0.0599890016019344,359005
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-28,0.0599890016019344,0.0599890016019344,0.054892998188734,0.0569689981639385,0.0569689981639385,478635
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-29,0.0569689981639385,0.0572610013186931,0.0518979988992214,0.0540740005671978,0.0540740005671978,551984
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-04-30,0.0540740005671978,0.0574820004403591,0.0496629998087883,0.049695998430252,0.049695998430252,659337
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-01,0.049695998430252,0.0516740009188652,0.0474309995770454,0.0502929985523223,0.0502929985523223,645176
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-02,0.0502929985523223,0.0520009994506835,0.0475360006093978,0.0477459989488124,0.0477459989488124,568847
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-03,0.0477459989488124,0.051316998898983,0.0456629991531372,0.0474059991538524,0.0474059991538524,511601
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-04,0.0474059991538524,0.0523840002715587,0.0465570017695426,0.0488989986479282,0.0488989986479282,614465
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-05,0.0488989986479282,0.0497060008347034,0.0440419986844062,0.0447949990630149,0.0447949990630149,605379
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-06,0.0447949990630149,0.0475459992885589,0.04364899918437,0.0442779995501041,0.0442779995501041,513046
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-07,0.0442779995501041,0.0480960011482238,0.042238999158144,0.0426770001649856,0.0426770001649856,448636
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-08,0.0426770001649856,0.0428170002996921,0.040972001850605,0.0413860008120536,0.0413860008120536,347669
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-09,0.0413860008120536,0.042052999138832,0.0345939993858337,0.0345939993858337,0.0345939993858337,199033
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-10,0.0345849990844726,0.0380170010030269,0.033450998365879,0.0356380008161067,0.0356380008161067,158050
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-11,0.0356380008161067,0.0358639992773532,0.0258930008858442,0.0266629997640848,0.0266629997640848,103304
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-12,0.0266629997640848,0.0275219995528459,0.021161999553442,0.0252909995615482,0.0252909995615482,79051
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-13,0.0252909995615482,0.0293279998004436,0.0249659996479749,0.0271129999309778,0.0271129999309778,54093
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-14,0.0271129999309778,0.0277159996330738,0.0250649992376565,0.027352999895811,0.027352999895811,34519
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-15,0.027352999895811,0.0284650009125471,0.0262800008058547,0.0282829999923706,0.0282829999923706,22644
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-16,0.0282829999923706,0.0285320002585649,0.0262880008667707,0.0267510004341602,0.0267510004341602,10246
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-17,0.0267510004341602,0.0277479998767375,0.026443000882864,0.0274250004440546,0.0274250004440546,2313
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-18,0.0274250004440546,0.0276009999215602,0.0252020005136728,0.0252020005136728,0.0252020005136728,1326
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-19,0.0252020005136728,0.0269230008125305,0.0251940004527568,0.026367999613285,0.026367999613285,63585
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-20,0.026367999613285,0.0266040004789829,0.0214569997042417,0.0215479992330074,0.0215479992330074,102002
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-21,0.0215479992330074,0.0216370001435279,0.0204990003257989,0.0204990003257989,0.0204990003257989,53796
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-22,0.0204990003257989,0.0209480002522468,0.0202430002391338,0.0205489993095397,0.0205489993095397,16286
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-23,0.0205489993095397,0.0210539996623992,0.0196529999375343,0.0197000000625848,0.0197000000625848,5109
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-24,0.0197000000625848,0.0204610005021095,0.0188229996711015,0.0191370006650686,0.0191370006650686,3761
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-25,0.0191370006650686,0.0201600007712841,0.0181889999657869,0.0182649996131658,0.0182649996131658,8569
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-26,0.0182649996131658,0.0184749998152256,0.0162109993398189,0.0162209998816251,0.0162209998816251,7868
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-27,0.0162209998816251,0.0162209998816251,0.015281000174582,0.0155370002612471,0.0155370002612471,2704
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-28,0.0156289990991354,0.0159269999712705,0.0153590003028512,0.0158849991858005,0.0158849991858005,1013
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-29,0.0158849991858005,0.0159120000898838,0.0152749996632337,0.0154830003157258,0.0154830003157258,543
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-30,0.0154830003157258,0.0163230001926422,0.0154729997739195,0.0161489993333816,0.0161489993333816,820
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-05-31,0.0161489993333816,0.0162630006670951,0.0156890004873275,0.0159799996763467,0.0159799996763467,913
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-01,0.0159799996763467,0.0161000005900859,0.0146500002592802,0.0147730000317096,0.0147730000317096,9804
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-02,0.0147730000317096,0.0149189997464418,0.0145129999145865,0.0148510001599788,0.0148510001599788,11542
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-03,0.0148510001599788,0.0150330001488327,0.0139239998534321,0.0141080003231763,0.0141080003231763,4057
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-04,0.0141080003231763,0.0142540000379085,0.01394800003618,0.0141190001741051,0.0141190001741051,4013
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-05,0.0141190001741051,0.0142099997028708,0.0138090001419186,0.0139640001580119,0.0139640001580119,2472
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-06,0.0139640001580119,0.0145359998568892,0.0134279998019337,0.0136550003662705,0.0136550003662705,1293
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-07,0.0136550003662705,0.0137149998918175,0.0126080000773072,0.0132919996976852,0.0132919996976852,890
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-08,0.0132919996976852,0.0134209999814629,0.0129890004172921,0.0130510004237294,0.0130510004237294,715
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-09,0.0130510004237294,0.0132929999381303,0.0129110002890229,0.0130279995501041,0.0130279995501041,484
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-10,0.0130279995501041,0.0132130002602934,0.0125879999250173,0.0127090001478791,0.0127090001478791,495
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-11,0.0127090001478791,0.0128730004653334,0.0117079997435212,0.0118389995768666,0.0118389995768666,564
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-12,0.0118389995768666,0.0119650000706315,0.0110160000622272,0.0111549999564886,0.0111549999564886,529
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-13,0.0111549999564886,0.0111790001392364,0.0093860002234578,0.0095819998532533,0.0095819998532533,382
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-14,0.0095819998532533,0.009965999983251,0.008836000226438,0.0096479998901486,0.0096479998901486,1882
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-15,0.0096479998901486,0.0100020002573728,0.0085330000147223,0.0099470000714063,0.0099470000714063,3852
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-16,0.0099470000714063,0.010517000220716,0.0089649995788931,0.009014000184834,0.009014000184834,49224
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-17,0.009014000184834,0.0095469998195767,0.0089990003034472,0.009286000393331,0.009286000393331,47080
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-18,0.009286000393331,0.0095960004255175,0.0078440001234412,0.008390000090003,0.008390000090003,18563
STMAN | Stickman's Battleground NFT Game USD,STMAN-USD,2022-06-19,0.008390000090003,0.0091249998658895,0.0080620003864169,0.0089619997888803,0.0089619997888803,41242
