Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Icel Idman Yurdu Token USD,MIY-USD,2022-06-13,0.4704309999942779,0.4756749868392944,0.4059849977493286,0.4490070044994354,0.4490070044994354,3397
Icel Idman Yurdu Token USD,MIY-USD,2022-06-14,0.4490540027618408,0.4525310099124908,0.3965469896793365,0.405809998512268,0.405809998512268,2726
Icel Idman Yurdu Token USD,MIY-USD,2022-06-15,0.405809998512268,0.4708440005779266,0.4025869965553283,0.4214049875736236,0.4214049875736236,2194
Icel Idman Yurdu Token USD,MIY-USD,2022-06-16,0.4214049875736236,0.5152620077133179,0.4054920077323913,0.4412400126457214,0.4412400126457214,1918
Icel Idman Yurdu Token USD,MIY-USD,2022-06-17,0.4412400126457214,0.4958559870719909,0.4201200008392334,0.4201200008392334,0.4201200008392334,1337
Icel Idman Yurdu Token USD,MIY-USD,2022-06-18,0.4201200008392334,0.4472430050373077,0.4103089869022369,0.4293529987335205,0.4293529987335205,2911
Icel Idman Yurdu Token USD,MIY-USD,2022-06-19,0.4293529987335205,0.4847530126571655,0.3901109993457794,0.4271720051765442,0.4271720051765442,2451
Icel Idman Yurdu Token USD,MIY-USD,2022-06-20,0.4271720051765442,0.4610509872436523,0.4259859919548034,0.4387609958648681,0.4387609958648681,299
Icel Idman Yurdu Token USD,MIY-USD,2022-06-21,0.4387330114841461,0.5475760102272034,0.4326370060443878,0.4899359941482544,0.4899359941482544,1542
Icel Idman Yurdu Token USD,MIY-USD,2022-06-22,0.4899359941482544,0.5672709941864014,0.4552609920501709,0.4950070083141327,0.4950070083141327,5739
Icel Idman Yurdu Token USD,MIY-USD,2022-06-23,0.4950070083141327,0.5071840286254883,0.4649049937725067,0.4652110040187835,0.4652110040187835,526
Icel Idman Yurdu Token USD,MIY-USD,2022-06-24,0.4652110040187835,0.5317080020904541,0.4650790095329284,0.4971010088920593,0.4971010088920593,922
Icel Idman Yurdu Token USD,MIY-USD,2022-06-25,0.4971010088920593,0.5977050065994263,0.4929580092430115,0.528465986251831,0.528465986251831,3873
Icel Idman Yurdu Token USD,MIY-USD,2022-06-26,0.528465986251831,0.5456269979476929,0.5042020082473755,0.5109750032424927,0.5109750032424927,1199
Icel Idman Yurdu Token USD,MIY-USD,2022-06-27,0.5109750032424927,0.5437710285186768,0.4870840013027191,0.521917998790741,0.521917998790741,798
Icel Idman Yurdu Token USD,MIY-USD,2022-06-28,0.5217440128326416,0.5221779942512512,0.4819470047950744,0.4846459925174713,0.4846459925174713,408
Icel Idman Yurdu Token USD,MIY-USD,2022-06-29,0.4846599996089935,0.5109390020370483,0.451324999332428,0.4516749978065491,0.4516749978065491,1661
Icel Idman Yurdu Token USD,MIY-USD,2022-06-30,0.4516749978065491,0.5077840089797974,0.4496960043907165,0.4552209973335266,0.4552209973335266,565
Icel Idman Yurdu Token USD,MIY-USD,2022-07-01,0.4552209973335266,0.5054010152816772,0.4512920081615448,0.4704810082912445,0.4704810082912445,651
