Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
DOGAMÍ USD,DOGA-USD,2022-03-22,0.2701170146465301,0.415351003408432,0.2631320059299469,0.3731670081615448,0.3731670081615448,5813986
DOGAMÍ USD,DOGA-USD,2022-03-23,0.3721300065517425,0.3895429968833923,0.260017991065979,0.2785800099372864,0.2785800099372864,927593
DOGAMÍ USD,DOGA-USD,2022-03-24,0.2787950038909912,0.3051489889621734,0.2201090008020401,0.2243539988994598,0.2243539988994598,350671
DOGAMÍ USD,DOGA-USD,2022-03-25,0.2330809980630874,0.2799670100212097,0.2201060056686401,0.2300930023193359,0.2300930023193359,216772
DOGAMÍ USD,DOGA-USD,2022-03-26,0.2300969958305359,0.2430689930915832,0.2000859975814819,0.2115260064601898,0.2115260064601898,173316
DOGAMÍ USD,DOGA-USD,2022-03-27,0.2115260064601898,0.2313210070133209,0.1981589943170547,0.1982499957084655,0.1982499957084655,148446
DOGAMÍ USD,DOGA-USD,2022-03-28,0.1982479989528656,0.2230899930000305,0.1967329978942871,0.2183600068092346,0.2183600068092346,115466
DOGAMÍ USD,DOGA-USD,2022-03-29,0.2183589935302734,0.3040980100631714,0.2114879935979843,0.2781260013580322,0.2781260013580322,343248
DOGAMÍ USD,DOGA-USD,2022-03-30,0.2781189978122711,0.3572550117969513,0.2557109892368316,0.3016830086708069,0.3016830086708069,612862
DOGAMÍ USD,DOGA-USD,2022-03-31,0.3016810119152069,0.3333489894866943,0.2854160070419311,0.2892880141735077,0.2892880141735077,223284
DOGAMÍ USD,DOGA-USD,2022-04-01,0.2891890108585357,0.3301439881324768,0.2870230078697204,0.3134549856185913,0.3134549856185913,222259
DOGAMÍ USD,DOGA-USD,2022-04-02,0.311720997095108,0.3501290082931518,0.299122005701065,0.325111985206604,0.325111985206604,296979
DOGAMÍ USD,DOGA-USD,2022-04-03,0.3251129984855652,0.3501380085945129,0.3241769969463348,0.3429259955883026,0.3429259955883026,230886
DOGAMÍ USD,DOGA-USD,2022-04-04,0.3431020081043243,0.3476420044898987,0.3000810146331787,0.3131999969482422,0.3131999969482422,169501
DOGAMÍ USD,DOGA-USD,2022-04-05,0.3131990134716034,0.3151929974555969,0.2894209921360016,0.289555013179779,0.289555013179779,81119
DOGAMÍ USD,DOGA-USD,2022-04-06,0.2892679870128631,0.2892679870128631,0.2606050074100494,0.2695299983024597,0.2695299983024597,99828
DOGAMÍ USD,DOGA-USD,2022-04-07,0.2695280015468597,0.2878369987010956,0.2628740072250366,0.2757500112056732,0.2757500112056732,95236
DOGAMÍ USD,DOGA-USD,2022-04-08,0.2754470109939575,0.2761920094490051,0.2334689944982528,0.2558839917182922,0.2558839917182922,111859
DOGAMÍ USD,DOGA-USD,2022-04-09,0.2558830082416534,0.2572700083255768,0.2410220056772232,0.2410369962453842,0.2410369962453842,39367
DOGAMÍ USD,DOGA-USD,2022-04-10,0.2410320043563842,0.264506995677948,0.2363339960575103,0.2562719881534576,0.2562719881534576,47083
DOGAMÍ USD,DOGA-USD,2022-04-11,0.25627401471138,0.268992006778717,0.2490220069885254,0.2572390139102936,0.2572390139102936,50650
